sentence,label,text_clean
"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",neutral,steek set base bordeaux southwestern France
"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com .",neutral,stockmann plc company announcement february annual summary stockmann stock exchange financial press release available company website address
"Stora Enso , a global paper , packaging and wood products company , and Neste Oil , a Finnish company engaged in the refining and marketing of oil , have inaugurated the demonstration plant at Varkaus , Finland for biomass to liquids production utilizing forestry residues .",neutral,stora enso global paper packaging wood product company neste oil finnish company engage refine marketing oil inaugurate demonstration plant varkaus finland biomass liquid production utilize forestry residue
STUK today is a full service house expert in radiation and nuclear safety issues .,neutral,stuk today full service house expert radiation nuclear safety issue
"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",neutral,sullivan say board really involve lot work person get pay time
Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,neutral,suomen paikallissanomat oy part alma media group currently publish local newspaper across finland
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,neutral,talvivaara list London stock exchange main market nasdaq omx helsinki include ftse index
"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",neutral,tecnotree convergent charging solution include functionality prepay post pay billing charging rating voice call video call raw datum traffic mobile fix network
"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",neutral,telecom foreign investment limit appear mobile vas mean tecnomen pick much
Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,neutral,teleste bk optiflex amplifier product use ongoing capacity upgrade kdg network bi directionality
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,neutral,teleste office worldwide list nordic exchange helsinki
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,neutral,teleste set divide broadband cable network video network business area
"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",neutral,passenger ferry dimension length overall length perpendicular breadth design draught
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+nnen Tehtaat 's other businesses .",neutral,acquisition freeze food fish sector long synergy nnen tehtaat business
The acquisition price was not disclosed .,neutral,acquisition price disclose
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,neutral,aforementioned shareholder inform propose annual general meeting number member board director shall five besides present member board director also mr lassi noponen shall elect board director
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",neutral,aim ceo session give clarity information make public already early
The Board of Directors was authorized to decide on other terms of the share issue .,neutral,board director authorize decide term share issue
The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,neutral,bridge kilometer long locate anasmotet road new traffic junction marieholm road
"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",neutral,building condominium build stage
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",neutral,business area operation finland sweden denmark estonia latvia lithuania
"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",neutral,buyer real estate owner propertos oy company agree disclose financial detail deal
The capital structure of Solidium may be complemented by other financial instruments in the future .,neutral,capital structure solidium may complement financial instrument future
The category was marked by maturity and the recession .,neutral,category mark maturity recession
The chain is to unite 45-50 centres by the end of 2008 .,neutral,chain unite centre end
The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,neutral,company employee annual turnover eur vaahto group list nordic exchange helsinki
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",neutral,company also seek possibility relocate luumaki personnel person upm mill
"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",neutral,company offer payroll service include payroll processing payroll tax administration employee pay service include direct deposit check signing readychex
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",neutral,company operate business two reportable segment include banking investment service non life insurance
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,neutral,company board director propose dividend eur per share
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,neutral,company board director propose dividend eur annual general meeting
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",neutral,company plant russia continue make tyre near market plant nokia finland manufacture tyre market
The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,neutral,company share list mid cap segment nasdaq omx helsinki
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,neutral,company share quote nasdaq omx helsinki rautaruukki oyj rtrk
"The company 's US subsidiary Vaisala Inc. acquires Aviation Systems Maintenance , Inc ASMI , a Kansas , U.S. based airport service company with over 2.6 million USD net sales in 2008 .",neutral,company we subsidiary vaisala inc acquire aviation system maintenance inc asmi kansas base airport service company million usd net sale
The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,positive,company say start investigate streamlin operation order meet tightening competition mobile phone charge market
The company then said it will focus its resources on clinical research .,neutral,company say focus resource clinical research
The Company turnover amounted to MEUR 27.9 in 2007 .,neutral,company turnover amount meur
The company website is www.ahlstrom.com .,neutral,company website
The company will be part of Teleste 's Video and Broadband Solutions business area .,neutral,company part teleste video broadband solution business area
"The company will publish its financial statement for 2008 on February 25 , 2009 .",neutral,company publish financial statement february
The company will release its 2010 results on 11 February 2011 .,neutral,company release result february
"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",neutral,company use money product development research activity key market finland germany italy France
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,neutral,continue operation mean structure restructuring aspocomp group include aspocomp oulu headquarter operation
"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",neutral,contract cover turnkey delivery five airport operate authority john kennedy laguardia newark teterboro stewart international
The contract includes heating plant equipment and associated installation work .,neutral,contract include heating plant equipment associate installation work
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,neutral,contract involve refurbish bathroom unit well plumbing water sewer pipe
The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,neutral,contract comprise turnkey order roro system two roro cruise vessel construction viking line tallink
"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",neutral,cost deal could range million million euro depend financial result two company statement say
The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,neutral,crane would install onboard two freighter order singaporean ship owner masterbulk
The customers will have an access to integrated propeller and gear packages from one source .,neutral,customer access integrate propeller gear package one source
The deal is subject to approval by the Norwegian competition authorities .,neutral,deal subject approval norwegian competition authority
The deal means that ten persons in three countries will transfer to Tieto .,neutral,deal mean ten person three country transfer tieto
The deal will have no significant effect on the acquiring company 's equity ratio .,neutral,deal significant effect acquire company equity ratio
The deliveries are scheduled for the summer and autumn of 2008 .,neutral,delivery schedule summer autumn
"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",neutral,development technological park specialize telecomumication information technology part state program formation technopark hi tech sector russia
"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",neutral,commerce site flagship manage marimekko north america retail llc subsidiary establish last year
"The final price will be specified by 14 May 2010 , the acquiring company said .",neutral,final price specify may acquire company say
"The Finland-based company says it will move into an existing 260,000-square-foot facility in September .",neutral,finland base company say move exist square foot facility september
"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .",neutral,finnish business delegation include representative company include nokia corp finnfund outokumpu oyj oko bank alteam oy cargotec corp
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",neutral,finnish company building mo year biodiesel plant singapore
"The firm 's UK head office is in Rugby Road , Lutterworth .",neutral,firm uk head office rugby road lutterworth
The first group of customers to be trained will be paint-shop owners and their assistants .,neutral,first group customer train paint shop owner assistant
The first stage of the contract covers 133 stores and 600 cash registers .,neutral,first stage contract cover store cash register
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",neutral,fish content nugget fish come Canada finland
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,neutral,follow information release comptel tomorrow chairman federal communication commission schedule deliver national broadband plan congress
The front surfaces of these valve plates are directed towards each other .,neutral,front surface valve plate direct towards
The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,neutral,ground barleycorn fully produce finland available store begin
The implementation of the deal is subject to the approval by the Finnish Competition Authority .,neutral,implementation deal subject approval finnish competition authority
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",neutral,inaugural speech give hannu kyrolainen finland ambassador czech republic
The increase range will vary up to 10 % .,neutral,increase range vary
The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,neutral,initial estimate total value eur final award value eur
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",neutral,internal revenue service see percent taxpayer wait last two week file million return file april
"The latest date for registration is on 4 April , 2006 .",neutral,late date registration april
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,negative,lay off affect person total okmetic employee finland
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,neutral,line run fully underground comprise station execute two implementation stage
The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,negative,majority company personnel finland temporarily lay one six week period february June period
"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",neutral,mall finance parity basis pearl plaza llc joint venture company establish Chinese investor shanghai industrial investment holding co ltd srv group
"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",neutral,maximum amount capital loan eur minimum subscription eur
The maximum number of new shares to be offered is 22 million .,neutral,maximum number new share offer million
The measures taken will cause one-time costs during the final part of 2006 .,neutral,measure take cause one time cost final part
"The mill will have capacity to produce 500,000 tonnes of pulp per year .",neutral,mill capacity produce tonne pulp per year
"The money will be spread mainly over 2011 and 2012 , the company said .",neutral,money spread mainly company say
"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",neutral,natural source isoprene tree species hevea brasiliensis also know rubber tree
The new activity will incur an investment of about 5 MEUR .,neutral,new activity incur investment meur
"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission .",neutral,new company likely hold ipo nyse another international stock exchange accord altimo manage alfa group telecomumication asset teliasonera agreement publish website security exchange commission
"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",neutral,new majority owner aspocomp Thailand co ltad certain private person belong immediate circle aspocomp present joint venture partner saha pathana inter hold plc
The new organization consists of two business units : Charging & Messaging and Finance & Administration .,neutral,new organization consist two business unit charge messaging finance administration
The new SEPA cads will replace Finnish bank cards .,neutral,new sepa cad replace finnish bank card
"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",neutral,order comprise production line plywood mill company say statement receive lesprom network
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",neutral,order comprise four ball mill organize two different stream treat ore pilanesberg platinum my
"The order includes a new Crecent former , headbox , and reel .",neutral,order include new crecent former headbox reel
The output of the contracts totals 72 MWe .,neutral,output contract total mwe
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",neutral,party agree disclose price deal group say press release
The parties have agreed not to disclose the transaction value .,neutral,party agree disclose transaction value
"The payment date is March 25 , 2010 .",neutral,payment date march
The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .,neutral,plan result introduction new highly specialize manufacturing method also entail change personnel facility
"The platform is based built on Intel s second-generation MID platform , called Moorestown .",neutral,platform base build intel second generation mid platform call moorestown
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",neutral,price kroon par value bond kroon primary issue
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,neutral,proposal board director issuance option right otherwise correspond proposal board director notice general meeting
The purchase sum is about EUR 10mn US$ 12.97 mn .,neutral,purchase sum eur mn we mn
"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",neutral,recruitment related relocation stora enso research operation karlstad central sweden
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,neutral,remote radio head module available power ghz ghz tdd frequency band
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",neutral,report examine medical equipment business structure operation history product provide analysis key medical equipment revenue line
The restructuring measures will not affect the production of packaging printing material .,neutral,restructuring measure affect production packaging printing material
"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",neutral,sale comprise margarine business finland poland follow approval polish competition authority early october
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",neutral,sale savcor face cencorp result profit loss yet determine ow factor include valuation consideration share receive prevail exchange rate
"The sale will be finalized in September or October , the company said .",neutral,sale finalize september october company say
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",neutral,share subscribe stock option register trade register january date new share establish shareholder right
"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",neutral,ship crane manufacture macgregor partner plant china deliver vessel order Chinese cosco german peter dohle hong kong base cido shipping
The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,neutral,ship unloader totally enclose along entire conveying line storage facility
The site will cover over six hectares .,neutral,site cover six hectare
"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",neutral,study design enable formal statistical evaluation therapeutic activity company say
The transaction will take place without payment of merger consideration .,neutral,transaction take place without payment merger consideration
The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,neutral,unit plan operational second half full stream
"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",neutral,wireless industry brace iphone launch June
Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,neutral,offering also cover localisation service related production transfer finnish company customer already production Asian market make decision transfer production
"There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously .",neutral,currently ten shop sell tikkurila paint kazakhstan shop open continuously
"There have been 15 initial public offerings announced in Sweden this year , compared with two during the same period a year earlier , Bloomberg data shows .",neutral,initial public offering announce sweden year compare two period year early bloomberg datum show
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,neutral,report oriola kd chief executive officer eero hautaniemi
This is the company 's first contract abroad .,neutral,company first contract abroad
This release is not an offer of securities for sale into the United States or elsewhere .,neutral,release offer security sale unite state elsewhere
This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,neutral,solution extension exist online mediation solution deliver early comptel ibm
"Through its partnership with Finnish Paulig 's Danish subsidiary Oscar , Puljonki acquired a sales organization in the European market .",neutral,partnership finnish paulig danish subsidiary oscar puljonki acquire sale organization European market
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",neutral,tieto latvia represent service company tietoenator alise tietoenator operation industry financial service card retail logistics outsource manage service
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",neutral,together latvia cramo operate rental outlet baltic state
Two other sites will be included later on .,neutral,two site include late
"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",neutral,preliminary estimation technology park measure square meter
"Under the changes envisaged , HK Ruokatalo would reduce its number of industrial places of business in Finland from eight to six .",neutral,change envisage hk ruokatalo would reduce number industrial place business finland eight six
Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,neutral,upon completion sale proha would get usd stake artemis
W+rtsil+ 's aim is to serve the rapidly growing number of vessels and increasing marine activity in the Barents Sea region .,neutral,rtsil aim serve rapidly grow number vessel increase marine activity barent sea region
Valga Lihatoostus markets its products under the Maks & Moorits trademark .,neutral,valga lihatoostus market product make moorit trademark
"We know that it exists , '' Artemyev said .",neutral,know exist artemyev say
We offer our customers solutions based on renewable raw materials .,neutral,offer customer solution base renewable raw material
"When dialing in , the participants should quote 877417 as conference ID .",neutral,dial participant quote conference id
Work on the assignment has already started and is due for completion in spring 2011 .,neutral,work assignment already start due completion spring
"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",neutral,yesterday legrand issue million fix rate deal maturing
Yvonne Jones is owner of Chameleon Interiors .,neutral,yvonne jone owner chameleon interior
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,neutral,zao yit moskovia build housing moscow surround city
"BAWAG - Is to issue a benchmark , covered deal .",neutral,bawag issue benchmark cover deal
"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",neutral,jvc stop produce dvd player brazil jvc brazil subsidiary japan jvc group announce stop production dvd player brazil
"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 .",neutral,swedbank hypotek issue benchmark fix rate cover deal euro mature january
"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",neutral,argentine agricultural export company calafate tap compatriot firm finnegan software solution latter company say statement
"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",neutral,finnish print circuit board pcb maker aspocomp group oyj say december name henry gilchrist senior vice president group Asian operation january
` Nordic infrastructure construction is one of our strategic growth areas .,neutral,nordic infrastructure construction one strategic growth area
` Pulp and paper industries are growing in countries like China and Russia .,neutral,pulp paper industry grow country like china russia
"` Sanoma is a buyer not a target , ' he said .",neutral,sanoma buyer target say
"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",neutral,transaction tikkurila powder coating related operation company say
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",neutral,need malware removal tool type url vendor choice directly browser bar use link website write trend micro rik ferguson Monday
`` It wo n't happen overnight .,neutral,will happen overnight
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,neutral,print fabric related design expertise always core marimekko business brand
`` Serving customers locally is one of the cornerstones of customer focus for us .,neutral,serve customer locally one cornerstone customer focus we
"`` We have become convinced that we can do that very quickly , '' he told Finnish business reporters .",neutral,become convince quickly tell finnish business reporter
`` We know there are some of our own people out there . '',neutral,know person
"+lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +lo P+rnits , chairman of the supervisory board of +lemiste City and Mainor .",neutral,lemiste city environment knowledge base economy provide work person total turnover company amount eek billion say lo rnit chairman supervisory board lemiste city mainor
"19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",neutral,may finnish company lemminkainen oyj hel lem say today construct office building toolonlahti downtown helsinki without disclose financial detail
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,neutral,November finnish paint coating company tikkurila oyj hel tik say today finnish state own investment company solidium oy sell stake company total eur
26 January 2011 - Finnish software solutions provider Basware ( HEL : BAS1V ) said yesterday it adjusted its strategy and goals for the next four years with focus on international growth mainly via acquisitions .,neutral,january finnish software solution provider basware hel ba say yesterday adjust strategy goal next four year focus international growth mainly via acquisition
26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors .,neutral,November finnish sport equipment maker amer sport oyj hel amea say today obtain eur schuldschein note loan pool international investor
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",neutral,january scandinavian lender sampo bank hel samas pohjola bank hel poh svenska handelsbanken sto shb provide eur usd line credit lemminkainen oyj hel lem finnish construction firm say Friday
55 workers in +m+l will be affected by the close-down .,negative,worker affect close
"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",neutral,coker crane supply tesoro corporation golden eagle refinery martinez california similar crane deliver bp castell refinery spain
A few employees would remain at the Oulu plant in support functions for other group units .,neutral,employee would remain oulu plant support function group unit
A huge issue for us is the button placement .,neutral,huge issue we button placement
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,neutral,merger upm finnish swedish stora enso likely either
A paper mill in the central Maine town of Madison soon will have a new owner .,neutral,paper mill central maine town madison soon new owner
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,neutral,total order value book fourth quarter remainder book second quarter
"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",neutral,total talvivaara mining company plc new share subscribe period may June company stock option right
"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 .",neutral,total new citycon share nominal value eur per share subscribe april exercising option base company stock option plan
"A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999 .",neutral,total new citycon share nominal value eur per share subscribe december exercising option base company stock option plan
"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",neutral,abn amro capital agree sell helsinki base designer homeware producer iittala oyj crosstown consumer product group fiskar corp eur million eur million million million
"According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 .",neutral,accord preliminary information finnish forest industry federation import roundwood finland increase million represent increase
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,negative,finland base stockmann group close seven franchising sport store nike russia
"Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings .",neutral,finnish ac drive manufacturer vacon acquire ac drive business tb wood part we group altra holding
Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,neutral,finnish beverage company olvi one last list company finland yet publish financial result second quarter
Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .,neutral,finnish department store group stockmann planning acquire eur mn direct issue right offering
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",neutral,finnish kemira group ceo lasse kurkilahti say group structural reorganisation continue least year
Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .,neutral,finnish power company fortum report electricity generate without carbon dioxide emission
Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,neutral,finnish rautaruukki engineering division ruukki engineering organise operation mo rana plant norway
Finnish stainless steel manufacturer Outokumpu in Degefors is planning to recruit new engineers in order to meet a retirement wave over the next few years .,neutral,finnish stainless steel manufacturer outokumpu degefor planning recruit new engineer order meet retirement wave next year
"Finnish W+rtsil+ that provides power solutions for the marine and energy markets has opened a Service Centre in Murmansk , in Russia .",neutral,finnish rtsil provide power solution marine energy market open service centre murmansk russia
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",negative,finland sampo bank part danske bank group lay staff administrative support function
"Local government commissioner of +m+l , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +m+l .",neutral,local government commissioner kurt svensson say contact management finnish company componenta find alternative company decision close plant
"Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene .",neutral,private equity investor capman owner finnish lumene cosmetic company planning list lumene
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",negative,scanfil system supplier contract manufacturer communication sector give notice productional employee temporarily lay employee company plant sievi finland
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",negative,scanfil system supplier contract manufacturer communication sector start personnel negotiation oulu finland lay staff temporarily
"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+nge , by the turn of the month March-April 2008 .",neutral,swedish engineering consultant firm etteplan establish unit town borl nge turn month march april
"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .",neutral,finnish investment company sponda conduct negotiation acquire business center dukat palace locate center moscow London regional property
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",neutral,accord finnish fim bank alpro price would around eur mn mn
"According to Heikkil+ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",neutral,accord heikkil refreshment energy soon find soft drink also finland
"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",neutral,accord hk ruokatalo almost meat use company come finland
"According to L+nnen Tehtaat 's CEO Matti Karppinen , the company aims to deliver fish products to its customers a day earlier than it currently does .",neutral,accord nnen tehtaat ceo matti karppinen company aim deliver fish product customer day early currently
"According to Olvi , the company is already negotiating new agreements .",neutral,accord olvi company already negotiate new agreement
"According to Saarioinen 's Managing Director Ilkka M+kel+ , the food industry sector has a significant excess of production machinery .",neutral,accord saarioinen manage director ilkka kel food industry sector significant excess production machinery
According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly .,neutral,accord announcement helsinki stock exchange share sentera shall delist nm list helsinki stock exchange accordingly
Activities range from the development of natural resources to the retailed marketing of finished products .,neutral,activity range development natural resource retail marketing finish product
"Additionally , information on business segments , competitors and future outlook are provided .",neutral,additionally information business segment competitor future outlook provide
"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",negative,additionally company terminate maximum nine salaried senior salaried employee employment contract
"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",neutral,additionally company use solution automate preparation financial statement accord ifrs standard
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,neutral,affecto participate program development norwegian pension system since
"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",neutral,affecto provide new efi datum warehouse reporting solution behavioural scoring system support operational decision process datum migration old legacy system new efi system
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,neutral,affectogenimap build highly customise solution customer finland baltic country
After 1 April 2007 Cencorp will not have any own employees in the territory .,neutral,april cencorp employee territory
