sentence,label,text_clean
"Originally posted to the PCMag.com security blog , Security Watch .",neutral,originally post pcmag com security blog security watch
Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,neutral,oriola kd spin finnish pharmaceutical group orion oyj wholesale division
"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",neutral,north rhine westphalia issue benchmark year fix rate deal euro
Other details were not provided .,neutral,detail provide
Panostaja did not disclose the purchase price .,neutral,panostaja disclose purchase price
Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,neutral,pharmaceutical market belgium global research datum service publish recently market analysis pharmaceutical market belgium
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,neutral,pharmaceutical market poland global research datum service publish recently market analysis pharmaceutical market poland
Ponsse will divide its sales and maintenance service network into six geographical areas .,neutral,ponsse divide sale maintenance service network six geographical area
"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .",neutral,poyry plccompany announcement december pursuant poyry plc stock option program new share company subscribe since october stock option
"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",neutral,presentation material post company website investor relation section webcast presentation tab
"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .",neutral,previously grimaldi hold pct stake finnish company follow takeover bid launch November
"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .",neutral,price talk mid market swap plus bp area lead barclays bnpp ub cba
"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",neutral,prior transaction whose financial term disclose alma media own kotikokki net
"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",neutral,product include consumer electronics device mobile phone accessory set top box flat panel tv well system solution product infrastructure system module industrial segment product
"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",neutral,proline plus available adjustable single multichannel model fix volume single channel model volume range micro litre millileter
"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",neutral,protalix close Friday American stock exchange give market cap million
"Purchase it for the 12MP snapper , if nothing else .",neutral,purchase mp snapper nothing else
R&D Loan ) .,neutral,loan
Raisio is the site of the main production plants as well as company headquarters .,neutral,raisio site main production plant well company headquarters
Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,neutral,rapala vmc corporation rapala finland base company engage manufacture distribution fishing equipment accessory
"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .",neutral,rautalinko resposnible also mobility service job division continue marek hintze
"Retail chain Suomen L+hikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",neutral,retail chain suomen hikauppa give index airline sas teliasonera broadband german retail chain lidl tele finland mobile subscription tallink shipping line power company helsinki energy
RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria .,neutral,rl nordic part raiffeisen banking group austria subsidiary raiffeisen leasing gmbh austria
"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",neutral,rockwell collin provider flight deck cabin information management solution business aircraft operator
"s business sectors are building construction , infrastructure construction and technical building services .",neutral,business sector build construction infrastructure construction technical building service
"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",neutral,sampo housing loan bank unit finland sampo bank price eur billion usd billion bond reuter report
SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .,neutral,sampo plc jarmo salonen head investor relation group communication telephone distribution nasdaq omx helsinki principal media financial supervisory authority announcement distribute thomson reuter behalf thomson reuter client
Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,neutral,sanoma magazine international invite shareholder hold approximately share sell share
Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,neutral,scanfil plc global contract manufacturer system supplier communication industrial electronics
"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",neutral,schwalm outotec com eila paatela vice president corporate communication telephone mobile mail eila
"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",neutral,sdm offer general rental equipment aluminium scaffolding power generator hoist customer construction sector
"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",neutral,seventy three also extensive training product build late archestra technology wonderware system platform
"So far as is known , he did not sell shares that he owns personally .",neutral,far know sell share own personally
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",neutral,mln euro mln base acquisition price pay cash rest subscription offer total new ixono share
"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .",neutral,sponda property investment company specialise commercial property large city finland russia
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,neutral,stichting pensioenfond abp share represent share capital voting right
"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions .",neutral,stockholm march cybercom cybercom group high tech consultancy offer global sourcing end end solution
"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 .",neutral,subscriber china unicom nation second large mobile phone operator china mobile expect release picture video blog internet via mobile phone march
Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .,neutral,sunrise resource operate russian near shore development market wholly own russian subsidiary personnel russia
Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,neutral,talvivaara mining company plc talvivaara mining company internationally significant base metal producer primary focus nickel zinc use technology know bioheappleach extract metal ore
"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",neutral,tampere science park finnish company own lease build office property specialise facility technology orient business
"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",neutral,target company tieto corporation business identity code date change hold january portion share vote current group hold op pohjola group central cooperative opk share represent share voting right
Technopolis has approximately 130 customer companies in Jyvaskyla .,neutral,technopolis approximately customer company jyvaskyla
"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .",neutral,tecnomen headquarter espoo finland develop messaging charging solution telecomm operator service provider worldwide
"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",neutral,tecnomen solution use prepay post pay billing charging rating voice video call datum traffic kind content service mobile fix network
Terms of the acquisition were not disclosed .,neutral,term acquisition disclose
Terms were not disclosed .,neutral,term disclose
"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",neutral,square metre technology center locate near university tampere central tampere
"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",neutral,acquire plant annual capacity tonne production sell domestic customer
The acquisition is expected to take place by the end of August 2007 .,neutral,acquisition expect take place end august
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .",neutral,acquisition finance billion debt arrange goldman sach co
"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",neutral,annual report contain financial statement consolidate financial statement report board director auditor report
"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares .",neutral,annual report send automatically shareholder hold least sampo plc share
"The approximately 20,000 dwt vessel has been ordered from India .",neutral,approximately dwt vessel order india
The arrangements do not apply to the group 's units outside Finland .,neutral,arrangement apply group unit outside finland
The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,neutral,bank vtb provide mortgage loan buy apartment complex per annum ruble
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",neutral,big seller chain supermarket finland organic pirkka tomato carrot egg meat product
The bond has a value of EUR150m and a maturity of 4 years .,neutral,bond value eur maturity year
"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .",neutral,building house example respecta oy jyvaskyla premise well company announce late say samuel koivisto director technopolis operation jyvaskyla
"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",neutral,business unit investlesprom group cover full forest industry chain group own forest sawmill paper pulp mill processing plant
"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers .",neutral,business divest offer dairy edible fat ready meal ice cream packaging multinational local customer
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",neutral,case comprise first side case member provide first side vat segment second side case member provide second side vat segment least first side case member pivotable rotation axis
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .",neutral,change take effect january estimate impact number employee
The combined value of the orders is almost EUR 3mn .,neutral,combine value order almost eur mn
The combined value of the orders is EUR 45mn .,neutral,combine value order eur mn
The combined value of the planned investments is about EUR 30mn .,neutral,combine value plan investment eur mn
"The company can not give up palm oil altogether , however .",neutral,company give palm oil altogether however
The company did not disclose the price of the acquisition .,neutral,company disclose price acquisition
The company distributes Hiab 's products as well as other products .,neutral,company distribute hiab product well product
The company does not disclose the sum it applied for .,neutral,company disclose sum apply
The company expects meat purchases to remain at about 8mn kilos in 2011 .,neutral,company expect meat purchase remain mn kilo
"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .",neutral,company decide stop operation ruukki construction division latvia lithuania concentrate production logistics parnu estonia
"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",neutral,company headquarter sievi finland list nordic exchange helsinki
The company may at any time have in its possession one tenth of all its shares at the maximum .,neutral,company may time possession one tenth share maximum
The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,neutral,company operate power plant tyumen chelyabinsk region khanty mansi autonomous district
"The company operates worldwide and employs in total approximately 47,000 persons .",neutral,company operate worldwide employ total approximately person
The company reiterates its outlook for 2009 .,neutral,company reiterate outlook
"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 .",neutral,company board director propose dividend eur per share annual general meeting schedule hold march
The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,neutral,company board director would propose dividend eur per share
The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,neutral,company equipment rental portfolio consist primarily tool small mid sized customer construction industry
The company 's model is based on developer contracting construction projects and customer focused project management .,neutral,company model base developer contracting construction project customer focus project management
The company said that the results of the third quarter do not include non-recurring items .,neutral,company say result third quarter include non recur item
The company says the measures are no longer needed .,neutral,company say measure long need
"The Company serves approximately 3,000 customers in over 100 countries .",neutral,company serve approximately customer country
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral,company serve customer various industry include process resource industrial machinery architecture building construction electrical transportation electronics chemical petrochemical energy information technology well catering household
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",neutral,company suppose deliver machinery veneer mill tomsk region russia
"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",neutral,company disclose detail include anticipate transaction timetable name new investor within one week
The company will propose a dividend of EUR0 .12 per share for 2008 .,neutral,company propose dividend eur per share
"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",neutral,contract also include installation work new multistorey carpark close vehicle
"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",neutral,contract cover supply temporary heating equipment lkab new pellet plant kiruna northern sweden
The contract has been allotted as per lowest price criteria .,neutral,contract allot per low price criterion
"The contract includes design , construction , delivery of equipment , installation and commissioning .",neutral,contract include design construction delivery equipment installation commissioning
"The contract includes software licences , application maintenance and training .",neutral,contract include software licence application maintenance training
"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",neutral,contract incorporate convergent charging rating solution voice datum include internet gpr sms mm wap
The contract is for next year .,neutral,contract next year
The contract will take effect in 2009 for a five or ten year period .,neutral,contract take effect five ten year period
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",neutral,contract raute corporation muling kemian wood product co ltd announce November take effect
The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .,neutral,cv propose member available view march onwards internet
"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",neutral,deal include entire personnel planmill oy transfer new company call old employee
The divested stake represented about 2.7 m shares in Okmetic 's capital .,neutral,divest stake represent share okmetic capital
The dividends payable annually shall be deducted from the share subscription price .,neutral,dividend payable annually shall deduct share subscription price
The duration of the contract is 37 months .,neutral,duration contract month
The ECB can mainly target inflation .,neutral,ecb mainly target inflation
The employee negotiations are to address measures needed to adjust the operations to the present production situation .,neutral,employee negotiation address measure need adjust operation present production situation
The energy shot is packed in a 100-millilitre bag with a screw cap .,neutral,energy shot pack millilitre bag screw cap
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,neutral,exercise price option base safran software solution license maintenance sale well result company
"The facility will be used to refinance Citycon 's existing credit facility , the company said .",neutral,facility use refinance citycon exist credit facility company say
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,neutral,fair value capman plc investment september amount meur
The financial details of the acquisition were not disclosed .,neutral,financial detail acquisition disclose
The financial details of the transaction were not disclosed .,neutral,financial detail transaction disclose
The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .,neutral,financial statement interim report release around finnish time give date
The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .,neutral,financial statement release available publishing company internet page
"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",neutral,firm headquarter vantaa southern finland employee
"The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services .",neutral,firm service include copying printing cad modelling digital printing scanning sokopro project bank courier service
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .,neutral,fix acquisition price amount nok approximately eur million additional price nok eur million maximum
"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",neutral,fix term contract mr jarmo ukonaho current general manager incap indian operation finish end year
"The flagship will open this fall in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",neutral,flagship open fall manhattan flatiron district toy building fifth avenue
The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,neutral,full function pc weigh kilogram measure slightly two centimeter thin
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,neutral,government instead propose exchange state stake lmt teliasonera stake lattelecom
The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,neutral,group reiterate forecast handset manufacturer sell around mln unit year globally
"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .",neutral,group business sector build construction infrastructure construction technical building service building product
"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal .",neutral,host mobile terminal guide information flow participate terminal optionally network server may assist host mobile terminal
"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",neutral,huge bridge girder deliver site plant ylivieska finland
The idea of saving electricity in data transfer is still a new one .,neutral,idea save electricity datum transfer still new one
The identity of the buyer is not yet known .,neutral,identity buyer yet know
The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,neutral,insolvency act regulate amount debt borrower permit write
The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed .,neutral,intent article focus attention fact development model china follow different model india follow
The investment would be some EUR5m .,neutral,investment would eur
"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",neutral,late result include per share charge cent stock compensation cent research development cent strategic investment
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,neutral,machinery order place new mill annual production capacity overlaid birch plywood
"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .",neutral,major part delivery include different ac cxe amplifier solution product belgian dinh telecom broadband solution company acquire teleste spring
"The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent .",neutral,market share volkswagen passenger car finland percent audi market share percent seat share percent
"The market value of one crane is some USD6m , reported the Finnish news agency STT .",neutral,market value one crane usd report finnish news agency stt
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",neutral,maximum grade veneer yield calculate base dimension grade veneer product well iterate place peel axe simulate peel process
"The maximum obligated total trades per day is ISK 400,000,000 market value .",neutral,maximum obligate total trade per day isk market value
The medium-term operative targets of the company remain unchanged .,neutral,medium term operative target company remain unchanged
The MET is located in the Central Business District ( CBD ) of Bangkok .,neutral,meet locate central business district cbd bangkok
The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,neutral,name newspaper publishing printing division sanoma change sanoma news
"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia .",neutral,network test business part elektrobit test automation business segment employ person finland person abroad mainly we asia
The new chain has 700 discount stores and 250 supermarkets .,neutral,new chain discount store supermarket
"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",neutral,new company diapol would manufacture tool mean glass stone pre processing
"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia .",neutral,new kroksberg railway tunnel build new section track harnosand veda form part line follow coast gulf bothnia
The new location is n't the only change Wellmont has in store for its air transport service .,neutral,new location change wellmont store air transport service
The new name of the Sanoma Division will be Sanoma News .,neutral,new name sanoma division sanoma news
The Notice in its entirety with other proposals from the Nomination Committee and the Board will be published at least four weeks before 28 April on the company 's website and in Post - och Inrikes Tidningar and Dagens Industri .,neutral,notice entirety proposal nomination committee board publish least four week april company website post och inrike tidningar dagens industri
"The number of class A shares remains unchanged at 9,526,089 shares .",neutral,number class share remain unchanged share
"The objective is that trading in the shares will commence on May 2 , 2007 .",neutral,objective trading share commence may
The online ice chart shows no ice in the area of Estonia 's sea ports on the coast of the Gulf of Finland .,neutral,online ice chart show ice area estonia sea port coast gulf finland
"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden .",neutral,order include log handling line peel line drying line production parquet base layer veneer plyfa hassela mill central sweden
The order is included in Metso 's fourth quarter 2007 order backlog .,neutral,order include metso fourth quarter order backlog
The order is related to renewing the network of the telecommunications operator .,neutral,order related renew network telecomumication operator
The parties have therefore agreed to leave Avena out of the deal .,neutral,party therefore agree leave avena deal
The passenger tunnel is expected to be put into operation in 2009 .,neutral,passenger tunnel expect put operation
The plant is expected to enter commercial operation by mid-2009 .,neutral,plant expect enter commercial operation mid
The plant is expected to start production in the first half of 2007 .,neutral,plant expect start production first half
The plant will collect raw material from the Baltic Sea region .,neutral,plant collect raw material baltic sea region
"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . ''",neutral,platen edge contact band provide seal protrusion direct towards middle area platen mean provide exert maintain pressure volume define platen band seal
The platform would continue to be the development framework for Symbian and MeeGo .,neutral,platform would continue development framework symbian meego
"The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema .",neutral,point village design scott tallon walker include shopping center office premise hotel cinema
"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .",neutral,port facility throughput teus mln ton general cargo
The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption .,neutral,power generate annually loviisa cover finland electricity consumption
"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications .",neutral,power supplies dc power system inverter design manufacture efore system incorporate use many different application
The presentation material can be viewed on the company 's website in English after the conference .,neutral,presentation material view company website English conference
The previous offer was 3.4 % of voting rights and 12.3 % of capital .,neutral,previous offer voting right capital
"The product advisory does not apply to any other Nokia-branded battery , the company said .",neutral,product advisory apply nokia brand battery company say
The project also implies an underground parking lot for 56 vehicles .,neutral,project also imply underground parking lot vehicle
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,neutral,property purchase swedish private equity real estate firm niam goldman sach whitehall street real estate fund
The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,neutral,proposal board director make annual general meeting attach whole release
The purchase price was not disclosed .,neutral,purchase price disclose
The reductions will be concluded by autumn 2010 .,neutral,reduction conclude autumn
"The reductions will be implemented immediately , beginning in October 2009 .",neutral,reduction implement immediately begin october
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .",neutral,repo rate gradually reach end accord nordea economic outlook
"The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI .",neutral,report profile company include many key niche player include major nonwoven manufacturer ahlstrom corporation asahi kasei corporation buckeye technology inc ei
The report will be emailed within 2 business days of an order .,neutral,report email within business day order
"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",neutral,rme telcontar enable handset calculate good route include support user define route feature navigability multi modal routing via foot ferry
The sale price was not disclosed .,neutral,sale price disclose
The sales price was not disclosed .,neutral,sale price disclose
"The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France ) .",neutral,second variant offer complete final finish select apartment foreign high quality material finland denmark germany France
"The sellers include 40 shareholders , including Intellibis management , employees and other investors .",neutral,seller include shareholder include intellibis management employee investor
The sellers were EOSS Innovationsmanagement and a group of private individuals .,neutral,seller eoss innovationsmanagement group private individual
The sellers were the founders of the company .,neutral,seller founder company
The serial bond is part of the plan to refinance the short-term credit facility .,neutral,serial bond part plan refinance short term credit facility
"The share capital of Basware Corporation is 11,720,829 .",neutral,share capital basware corporation
"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",neutral,share capital biotie therapy corp constitute share aggregate number voting right attach share amount
The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .,neutral,share subscription period stock option april march
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,neutral,share represent total share capital total voting right
The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares .,neutral,share shall acquire accord rule nasdaq omx helsinki otherwise accord rule related acquisition company share
The size of a cider bottle will remain unchanged .,neutral,size cider bottle remain unchanged
"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",neutral,start negotiation relate glaston efficiency program announce october
"The subject of the project is provide to the company like : Software programming and consultancy services , Computer-related services , Data services , Computer support and consultancy services , Internet services etc. .",neutral,subject project provide company like software programming consultancy service computer related service datum service computer support consultancy service internet service etc.
"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .",neutral,talk involve food ingredient division well group service function company say
"The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks .",neutral,tecnomen convergent charging solution include functionality prepay post pay billing charging rating voice call video call raw datum traffic type content service mobile fix network
"The total number of voting rights is 74,612,523 .",neutral,total number voting right
"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .",neutral,total restructuring cost expect eur mn eur mn book december
"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .",neutral,total size complex around project construct stage
The total value of the deliveries is some EUR65m .,neutral,total value delivery eur
"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port .",neutral,train expect cross russian territory day reach vostochny port
The transaction is expected to be finalized by Dec 2009 .,neutral,transaction expect finalize dec
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",neutral,transaction subject final agreement party approval decision making body approval finnish competition authority
The turbines are expected to be launched by the end of 2012 .,neutral,turbine expect launch end
The value of the order is about EUR 30mn .,neutral,value order eur mn
The value of the order is around EUR 100 million .,neutral,value order around eur million
The value of the order is EUR 2.5 mn .,neutral,value order eur mn
"The value of the order is EUR 700,000 .",neutral,value order eur
The value of the order is nearly EUR400m .,neutral,value order nearly eur
The value of the order is USD 2.2 mn .,neutral,value order usd mn
The value of the orders is about EUR 25mn .,neutral,value order eur mn
The value of the orders is over EUR 10mn .,neutral,value order eur mn
The value of the total investment is about EUR 600mn .,neutral,value total investment eur mn
The webcast may be followed online on the company website at www.ruukki.com/investors .,neutral,webcast may follow online company website
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .",neutral,whitehall street real estate fund invest real estate real estate related asset principally acquisition real estate company real property mortgage loan
The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) .,neutral,volume investment two phase project estimate usd mn eur mn
Their names have not yet been released .,neutral,name yet release
"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays .",neutral,return flight stuttgart every morning well evening departure thursday friday sunday
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed .",neutral,include software development internet mobile telephone content communication value add software financial service security application system integration electronics ebrd inform
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics .",neutral,include software development internet mobile telephone content communication value add software financial service security application system integration electronics
"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",neutral,section put place form load bear steel structure bridge say sami eronen senior vice president infrastructure northern europe ruukki construction
"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",neutral,use control speed electric motor use industry municipal engineering power generation use renewable energy
They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,neutral,sink depth metre fix bottom mud vacuum
This amount will not be included in the pensionable salary .,neutral,amount include pensionable salary
This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights .,neutral,correnspond percent okmetic share capital voting right
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,neutral,correspond percent okmetic share capital voting right
This includes a EUR 39.5 mn change in the fair value of investment properties .,neutral,include eur mn change fair value investment property
"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market .",neutral,nordic exchange omx offer access approximately percent nordic baltic security market
